year,rank,title,worldwide_gross_usd,boxofficemojo_release_group_url,annual_ranking_source_url,imdb_id,imdb_primary_title,imdb_original_title,imdb_genres,is_animated,animation_classification_rule,animation_classification_source_url
2022,13,Uncharted,407141258,https://www.boxofficemojo.com/releasegroup/gr3224261125/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc,tt1464335,Uncharted,Uncharted,"Action,Adventure",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2022,14,Sonic the Hedgehog 2,405421518,https://www.boxofficemojo.com/releasegroup/gr614552069/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc,tt12412888,Sonic the Hedgehog 2,Sonic the Hedgehog 2,"Action,Adventure,Comedy",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2022,15,Black Adam,393452111,https://www.boxofficemojo.com/releasegroup/gr800018949/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc,tt6443346,Black Adam,Black Adam,"Action,Adventure,Fantasy",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2022,16,Elvis,287740048,https://www.boxofficemojo.com/releasegroup/gr4112339461/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc,tt3704428,Elvis,Elvis,"Biography,Drama,Music",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2022,17,The Bad Guys,250387888,https://www.boxofficemojo.com/releasegroup/gr636375557/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc,tt8115900,The Bad Guys,The Bad Guys,"Adventure,Animation,Comedy",yes,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2022,18,The First Slam Dunk,246868956,https://www.boxofficemojo.com/releasegroup/gr512184837/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc,tt15242330,The First Slam Dunk,Za Fâsuto Suramu Danku,"Animation,Comedy,Drama",yes,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2022,19,Bullet Train,239268602,https://www.boxofficemojo.com/releasegroup/gr2109559301/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc,tt12593682,Bullet Train,Bullet Train,"Action,Comedy,Thriller",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2022,20,Lightyear,226425420,https://www.boxofficemojo.com/releasegroup/gr800805381/,https://www.boxofficemojo.com/year/world/2022/?sort=rank&sortDir=asc,tt10298810,Lightyear,Lightyear,"Action,Adventure,Animation",yes,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2023,1,Barbie,1447138421,https://www.boxofficemojo.com/releasegroup/gr629756421/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc,tt1517268,Barbie,Barbie,"Adventure,Comedy,Fantasy",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2023,2,The Super Mario Bros. Movie,1360783214,https://www.boxofficemojo.com/releasegroup/gr2226213381/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc,tt6718170,The Super Mario Bros. Movie,The Super Mario Bros. Movie,"Adventure,Animation,Comedy",yes,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2023,3,Oppenheimer,975811333,https://www.boxofficemojo.com/releasegroup/gr531714565/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc,tt15398776,Oppenheimer,Oppenheimer,"Biography,Drama,History",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2023,4,Guardians of the Galaxy Vol. 3,845555777,https://www.boxofficemojo.com/releasegroup/gr1455378949/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc,tt6791350,Guardians of the Galaxy Vol. 3,Guardians of the Galaxy Vol. 3,"Action,Adventure,Comedy",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2023,5,Fast X,704875015,https://www.boxofficemojo.com/releasegroup/gr1410486789/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc,tt5433140,Fast X,Fast X,"Action,Adventure,Crime",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2023,6,Spider-Man: Across the Spider-Verse,690542303,https://www.boxofficemojo.com/releasegroup/gr3501150725/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc,tt9362722,Spider-Man: Across the Spider-Verse,Spider-Man: Across the Spider-Verse,"Action,Adventure,Animation",yes,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2023,7,Full River Red,670491959,https://www.boxofficemojo.com/releasegroup/gr2694533637/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc,tt21148018,Full River Red,Manjianghong,"Comedy,Drama,History",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2023,8,Wonka,634502312,https://www.boxofficemojo.com/releasegroup/gr851071493/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc,tt6166392,Wonka,Wonka,"Adventure,Comedy,Family",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2023,9,The Wandering Earth II,615023132,https://www.boxofficemojo.com/releasegroup/gr25580037/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc,tt13539646,The Wandering Earth II,Liú Làng Dì Qiú 2,"Action,Adventure,Drama",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2023,10,Mission: Impossible - Dead Reckoning Part One,571125435,https://www.boxofficemojo.com/releasegroup/gr2916700677/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc,tt9603212,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,"Action,Adventure,Thriller",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2023,11,The Little Mermaid,569626289,https://www.boxofficemojo.com/releasegroup/gr951210501/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc,tt5971474,The Little Mermaid,The Little Mermaid,"Adventure,Family,Fantasy",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2023,12,No More Bets,532600264,https://www.boxofficemojo.com/releasegroup/gr3332133381/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc,tt28076784,No More Bets,Gu zhu yi zhi,"Crime,Drama",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2023,13,Elemental,496444308,https://www.boxofficemojo.com/releasegroup/gr1501975045/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc,tt15789038,Elemental,Elemental,"Adventure,Animation,Comedy",yes,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2023,14,Lost in the Stars,487637474,https://www.boxofficemojo.com/releasegroup/gr1771983365/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc,tt17507018,Lost in the Stars,Xiao shi de ta,"Crime,Drama,Mystery",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2023,15,Ant-Man and the Wasp: Quantumania,476071180,https://www.boxofficemojo.com/releasegroup/gr1371492869/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc,tt10954600,Ant-Man and the Wasp: Quantumania,Ant-Man and the Wasp: Quantumania,"Action,Adventure,Comedy",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2023,16,John Wick: Chapter 4,447142521,https://www.boxofficemojo.com/releasegroup/gr1684427269/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc,tt10366206,John Wick: Chapter 4,John Wick: Chapter 4,"Action,Crime,Thriller",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2023,17,Transformers: Rise of the Beasts,441656550,https://www.boxofficemojo.com/releasegroup/gr2443334149/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc,tt5090568,Transformers: Rise of the Beasts,Transformers: Rise of the Beasts,"Action,Adventure,Sci-Fi",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2023,18,Aquaman and the Lost Kingdom,440181226,https://www.boxofficemojo.com/releasegroup/gr1898140165/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc,tt9663764,Aquaman and the Lost Kingdom,Aquaman and the Lost Kingdom,"Action,Adventure,Fantasy",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2023,19,Meg 2: The Trench,398500317,https://www.boxofficemojo.com/releasegroup/gr864768517/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc,tt9224104,Meg 2: The Trench,Meg 2: The Trench,"Action,Adventure,Horror",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2023,20,Indiana Jones and the Dial of Destiny,383963057,https://www.boxofficemojo.com/releasegroup/gr152719877/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc,tt1462764,Indiana Jones and the Dial of Destiny,Indiana Jones and the Dial of Destiny,"Action,Adventure,Sci-Fi",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2024,1,Inside Out 2,1698863816,https://www.boxofficemojo.com/releasegroup/gr2474856965/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc,tt22022452,Inside Out 2,Inside Out 2,"Adventure,Animation,Comedy",yes,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2024,2,Deadpool & Wolverine,1338073645,https://www.boxofficemojo.com/releasegroup/gr1015239173/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc,tt6263850,Deadpool & Wolverine,Deadpool & Wolverine,"Action,Adventure,Comedy",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2024,3,Moana 2,1059242164,https://www.boxofficemojo.com/releasegroup/gr3446166277/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc,tt13622970,Moana 2,Moana 2,"Adventure,Animation,Comedy",yes,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2024,4,Despicable Me 4,972021410,https://www.boxofficemojo.com/releasegroup/gr1052004869/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc,tt7510222,Despicable Me 4,Despicable Me 4,"Adventure,Animation,Comedy",yes,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2024,5,Wicked,763963597,https://www.boxofficemojo.com/releasegroup/gr2907984389/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc,tt1262426,Wicked,Wicked,"Fantasy,Musical,Romance",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2024,6,Mufasa: The Lion King,722631756,https://www.boxofficemojo.com/releasegroup/gr816992773/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc,tt13186482,Mufasa: The Lion King,Mufasa: The Lion King,"Adventure,Animation,Drama",yes,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2024,7,Dune: Part Two,714844358,https://www.boxofficemojo.com/releasegroup/gr2058375685/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc,tt15239678,Dune: Part Two,Dune: Part Two,"Action,Adventure,Drama",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2024,8,Godzilla X Kong: The New Empire,572050016,https://www.boxofficemojo.com/releasegroup/gr2995671557/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc,tt14539740,Godzilla X Kong: The New Empire,Godzilla x Kong: The New Empire,"Action,Adventure,Fantasy",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2024,9,Kung Fu Panda 4,547946428,https://www.boxofficemojo.com/releasegroup/gr361583109/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc,tt21692408,Kung Fu Panda 4,Kung Fu Panda 4,"Action,Adventure,Animation",yes,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2024,10,Sonic the Hedgehog 3,492162604,https://www.boxofficemojo.com/releasegroup/gr596464133/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc,tt18259086,Sonic the Hedgehog 3,Sonic the Hedgehog 3,"Action,Adventure,Comedy",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2024,11,Venom: The Last Dance,478937618,https://www.boxofficemojo.com/releasegroup/gr1622168069/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc,tt16366836,Venom: The Last Dance,Venom: The Last Dance,"Action,Fantasy,Horror",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2024,12,Gladiator II,462180717,https://www.boxofficemojo.com/releasegroup/gr293949957/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc,tt9218128,Gladiator II,Gladiator II,"Adventure,Drama",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2024,13,Beetlejuice Beetlejuice,452000435,https://www.boxofficemojo.com/releasegroup/gr3784856069/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc,tt2049403,Beetlejuice Beetlejuice,Beetlejuice Beetlejuice,"Comedy,Fantasy,Horror",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2024,14,Yolo,433606094,https://www.boxofficemojo.com/releasegroup/gr1905545733/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc,tt28151876,Yolo,Re la gun tang,"Action,Comedy,Drama",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2024,15,Pegasus 2,422878491,https://www.boxofficemojo.com/releasegroup/gr2677363205/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc,tt30829309,Pegasus 2,Fei chi ren sheng 2,"Comedy,Drama,Sport",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2024,16,Successor,422307398,https://www.boxofficemojo.com/releasegroup/gr2657112837/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc,tt32613601,Successor,Zhua wa wa,"Comedy,Drama",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2024,17,Bad Boys: Ride or Die,404550184,https://www.boxofficemojo.com/releasegroup/gr127816197/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc,tt4919268,Bad Boys: Ride or Die,Bad Boys: Ride or Die,"Action,Adventure,Comedy",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2024,18,Kingdom of the Planet of the Apes,397378150,https://www.boxofficemojo.com/releasegroup/gr850547205/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc,tt11389872,Kingdom of the Planet of the Apes,Kingdom of the Planet of the Apes,"Action,Adventure,Drama",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2024,19,Twisters,372262265,https://www.boxofficemojo.com/releasegroup/gr3179696645/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc,tt12584954,Twisters,Twisters,"Action,Adventure,Thriller",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2024,20,It Ends with Us,351441044,https://www.boxofficemojo.com/releasegroup/gr2879279621/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc,tt10655524,It Ends with Us,It Ends with Us,"Drama,Romance",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2025,1,Ne Zha 2,2267446370,https://www.boxofficemojo.com/releasegroup/gr2405716741/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc,tt34956443,Ne Zha 2,Nezha: Mo tong nao hai,"Action,Adventure,Animation",yes,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2025,2,Zootopia 2,1866647950,https://www.boxofficemojo.com/releasegroup/gr2845135365/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc,tt26443597,Zootopia 2,Zootopia 2,"Adventure,Animation,Comedy",yes,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2025,3,Avatar: Fire and Ash,1485999890,https://www.boxofficemojo.com/releasegroup/gr2771014149/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc,tt1757678,Avatar: Fire and Ash,Avatar: Fire and Ash,"Action,Adventure,Drama",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2025,4,Lilo & Stitch,1038027526,https://www.boxofficemojo.com/releasegroup/gr1868714757/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc,tt11655566,Lilo & Stitch,Lilo & Stitch,"Action,Adventure,Comedy",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2025,5,A Minecraft Movie,960387780,https://www.boxofficemojo.com/releasegroup/gr1926910469/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc,tt3566834,A Minecraft Movie,A Minecraft Movie,"Action,Adventure,Comedy",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2025,6,Jurassic World: Rebirth,869146189,https://www.boxofficemojo.com/releasegroup/gr4002763269/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc,tt31036941,Jurassic World: Rebirth,Jurassic World: Rebirth,"Action,Adventure,Sci-Fi",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2025,7,Demon Slayer: Kimetsu No Yaiba Infinity Castle,793498985,https://www.boxofficemojo.com/releasegroup/gr342119173/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc,tt32820897,Demon Slayer: Kimetsu No Yaiba Infinity Castle,Gekijô-ban Kimetsu no Yaiba Mugen Jô-hen,"Action,Adventure,Animation",yes,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2025,8,How to Train Your Dragon,636596299,https://www.boxofficemojo.com/releasegroup/gr2474922501/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc,tt26743210,How to Train Your Dragon,How to Train Your Dragon,"Action,Adventure,Comedy",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2025,9,F1: The Movie,634142436,https://www.boxofficemojo.com/releasegroup/gr4100936453/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc,tt16311594,F1: The Movie,F1,"Drama,Sport",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2025,10,Superman,618723803,https://www.boxofficemojo.com/releasegroup/gr746934789/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc,tt5950044,Superman,Superman,"Action,Adventure,Sci-Fi",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2025,11,Mission: Impossible - The Final Reckoning,598767057,https://www.boxofficemojo.com/releasegroup/gr1885491717/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc,tt9603208,Mission: Impossible - The Final Reckoning,Mission: Impossible - The Final Reckoning,"Action,Adventure,Thriller",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2025,12,Wicked: For Good,540807971,https://www.boxofficemojo.com/releasegroup/gr1233736197/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc,tt19847976,Wicked: For Good,Wicked: For Good,"Drama,Family,Fantasy",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2025,13,The Fantastic Four: First Steps,521858728,https://www.boxofficemojo.com/releasegroup/gr2727170565/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc,tt10676052,The Fantastic Four: First Steps,The Fantastic Four: First Steps,"Action,Adventure,Sci-Fi",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2025,14,Detective Chinatown 1900,500282092,https://www.boxofficemojo.com/releasegroup/gr258298629/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc,tt34463310,Detective Chinatown 1900,Tang tan 1900,"Comedy,Drama,Mystery",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2025,15,The Conjuring: Last Rites,499256445,https://www.boxofficemojo.com/releasegroup/gr3044233989/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc,tt22898462,The Conjuring: Last Rites,The Conjuring: Last Rites,"Horror,Mystery,Thriller",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2025,16,Dead to Rights,422789550,https://www.boxofficemojo.com/releasegroup/gr3229373189/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc,tt36598036,Dead to Rights,Nan Jing zhao xiang guan,"Drama,History,War",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2025,17,Captain America: Brave New World,415101577,https://www.boxofficemojo.com/releasegroup/gr2894942725/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc,tt14513804,Captain America: Brave New World,Captain America: Brave New World,"Action,Adventure,Sci-Fi",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2025,18,The Housemaid,400530884,https://www.boxofficemojo.com/releasegroup/gr3966128901/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc,tt27543632,The Housemaid,The Housemaid,"Drama,Mystery,Thriller",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2025,19,Thunderbolts*,382436917,https://www.boxofficemojo.com/releasegroup/gr2911719941/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc,tt20969586,Thunderbolts*,Thunderbolts*,"Action,Adventure,Crime",no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
2025,20,Sinners,370289632,https://www.boxofficemojo.com/releasegroup/gr3429585669/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc,tt31193180,Sinners,Sinners,Horror,no,IMDb genres contains Animation,https://datasets.imdbws.com/title.basics.tsv.gz
