year,rank,title,worldwide_gross_usd,is_animated,imdb_id,wikidata_qid,wikidata_url,wikidata_label,wikidata_instance_of,wikidata_genres,wikidata_countries,wikidata_production_companies,wikidata_original_languages,wikidata_join_property,wikidata_query_service_url,wikidata_retrieved,wikidata_license,boxofficemojo_release_group_url,annual_ranking_source_url
2023,9,The Wandering Earth II,615023132,no,tt13539646,Q108659445,http://www.wikidata.org/entity/Q108659445,The Wandering Earth 2,film,science fiction film | action-adventure film,People's Republic of China,China Film Group Corporation,Mandarin,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr25580037/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc
2023,10,Mission: Impossible - Dead Reckoning Part One,571125435,no,tt9603212,Q61876370,http://www.wikidata.org/entity/Q61876370,Mission: Impossible – Dead Reckoning Part One,film,action film | spy film,United States,Paramount Pictures | Skydance Media,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2916700677/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc
2023,11,The Little Mermaid,569626289,no,tt5971474,Q24357415,http://www.wikidata.org/entity/Q24357415,The Little Mermaid,film,fantasy film | adventure film | musical film | romance film | family film | cinematic fairy tale,United States,Walt Disney Pictures | Marc Platt Productions | Lucamar Productions | 5000 Broadway Productions,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr951210501/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc
2023,12,No More Bets,532600264,no,tt28076784,Q121438250,http://www.wikidata.org/entity/Q121438250,No More Bets,film,drama film | crime film,People's Republic of China,,English | Thai | Sichuanese | Yue Chinese | Putonghua,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3332133381/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc
2023,13,Elemental,496444308,yes,tt15789038,Q112801489,http://www.wikidata.org/entity/Q112801489,Elemental,animated film,fantasy film | comedy film | adventure film | science fiction film | romance film | family film,United States,Pixar | Walt Disney Pictures,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1501975045/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc
2023,14,Lost in the Stars,487637474,no,tt17507018,Q119861439,http://www.wikidata.org/entity/Q119861439,Lost in the Stars,film,,People's Republic of China,,Putonghua,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1771983365/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc
2023,15,Ant-Man and the Wasp: Quantumania,476071180,no,tt10954600,Q105359456,http://www.wikidata.org/entity/Q105359456,Ant-Man and the Wasp: Quantumania,film,fantasy film | comedy film | action film | adventure film | science fiction film | thriller film,United States,Marvel Studios,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1371492869/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc
2023,16,John Wick: Chapter 4,447142521,no,tt10366206,Q80322358,http://www.wikidata.org/entity/Q80322358,John Wick: Chapter 4,film,action film | adventure film | crime film | neo-noir | action thriller,United States,Summit Entertainment | Thunder Road Pictures | 87North Productions,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1684427269/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc
2023,17,Transformers: Rise of the Beasts,441656550,no,tt5090568,Q107174193,http://www.wikidata.org/entity/Q107174193,Transformers: Rise of the Beasts,film,action film | adventure film | science fiction film,United States | Peru,Paramount Pictures | DreamWorks | Hasbro | Skydance Media | di Bonaventura Pictures | New Republic Pictures | http://www.wikidata.org/.well-known/genid/d8ae9a6e4711aa16184526de428855e2,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2443334149/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc
2023,18,Aquaman and the Lost Kingdom,440181226,no,tt9663764,Q91226161,http://www.wikidata.org/entity/Q91226161,Aquaman and the Lost Kingdom,film,fantasy film | action film | adventure film | science fiction film | superhero film | speculative fiction film,United States,Warner Bros. Pictures | The Safran Company | Atomic Monster | DC Studios,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1898140165/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc
2023,19,Meg 2: The Trench,398500317,no,tt9224104,Q110842446,http://www.wikidata.org/entity/Q110842446,Meg 2: The Trench,film,action film | horror film | adventure film | science fiction film | kaiju | thriller film,United States | People's Republic of China,"Warner Bros. Studios, Leavesden | China Media Capital | Flagship Entertainment",English | Mandarin,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr864768517/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc
2023,20,Indiana Jones and the Dial of Destiny,383963057,no,tt1462764,Q24278982,http://www.wikidata.org/entity/Q24278982,Indiana Jones and the Dial of Destiny,film,action film | adventure film,United States,Paramount Pictures | Lucasfilm,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr152719877/,https://www.boxofficemojo.com/year/world/2023/?sort=rank&sortDir=asc
2024,1,Inside Out 2,1698863816,yes,tt22022452,Q113877606,http://www.wikidata.org/entity/Q113877606,Inside Out 2,animated film,comedy drama | coming-of-age film,United States,Pixar | Walt Disney Pictures,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2474856965/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc
2024,2,Deadpool & Wolverine,1338073645,no,tt6263850,Q102180106,http://www.wikidata.org/entity/Q102180106,Deadpool & Wolverine,film,action film | science fiction film | splatter film | superhero film | black comedy film,United States,Marvel Studios | 21 Laps Entertainment | Maximum Effort,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1015239173/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc
2024,3,Moana 2,1059242164,yes,tt13622970,Q124457266,http://www.wikidata.org/entity/Q124457266,Moana 2,animated film,fantasy film | adventure film | musical film | family film,United States,Walt Disney Pictures | Q1047410,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3446166277/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc
2024,4,Despicable Me 4,972021410,yes,tt7510222,Q113373276,http://www.wikidata.org/entity/Q113373276,Despicable Me 4,animated film,comedy film | animated film,United States,Universal Pictures | Illumination,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1052004869/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc
2024,5,Wicked,763963597,no,tt1262426,Q24797403,http://www.wikidata.org/entity/Q24797403,Wicked,film,fantasy film | musical film | cinematic fairy tale,United States,Marc Platt Productions,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2907984389/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc
2024,6,Mufasa: The Lion King,722631756,yes,tt13186482,Q114242678,http://www.wikidata.org/entity/Q114242678,Mufasa: The Lion King,animated film,drama film | adventure film | musical film | family film,United States,Walt Disney Pictures,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr816992773/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc
2024,7,Dune: Part Two,714844358,no,tt15239678,Q109228991,http://www.wikidata.org/entity/Q109228991,Dune: Part Two,film,action film | adventure film | science fiction film | epic film | speculative fiction film,Canada | Hungary | United States | Italy | New Zealand | Jordan | United Arab Emirates | The Gambia,Legendary Pictures,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2058375685/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc
2024,8,Godzilla X Kong: The New Empire,572050016,no,tt14539740,Q113360912,http://www.wikidata.org/entity/Q113360912,Godzilla x Kong: The New Empire,film,action film | adventure film | science fiction film | monster film | thriller film | speculative fiction film,United States | Australia,Legendary Pictures,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2995671557/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc
2024,9,Kung Fu Panda 4,547946428,yes,tt21692408,Q114707487,http://www.wikidata.org/entity/Q114707487,Kung Fu Panda 4,animated film,comedy film | animated film | martial arts film,United States,DreamWorks Animation,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr361583109/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc
2024,10,Sonic the Hedgehog 3,492162604,no,tt18259086,Q115859490,http://www.wikidata.org/entity/Q115859490,Sonic the Hedgehog 3,film,comedy film | action film | animated film | adventure film | science fiction film | family film | live-action/animated film,Japan | United States,Paramount Pictures | Original Film | Blur Studio | Sega Sammy Holdings | Marza Animation Planet,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr596464133/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc
2024,11,Venom: The Last Dance,478937618,no,tt16366836,Q113371337,http://www.wikidata.org/entity/Q113371337,Venom: The Last Dance,film,action film | science fiction film | superhero film | thriller film,United States,Columbia Pictures,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1622168069/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc
2024,12,Gladiator II,462180717,no,tt9218128,Q115789958,http://www.wikidata.org/entity/Q115789958,Gladiator II,film,drama film | action film | adventure film | epic film | sword-and-sandal film | historical film,United States | United Kingdom,Paramount Pictures | Universal Pictures | DreamWorks | Scott Free Productions | Red Wagon Entertainment,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr293949957/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc
2024,13,Beetlejuice Beetlejuice,452000435,no,tt2049403,Q112865900,http://www.wikidata.org/entity/Q112865900,Beetlejuice Beetlejuice,film,black comedy | drama film | fantasy film | comedy film | comedy horror,United States,Plan B Entertainment | Tim Burton Productions,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3784856069/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc
2024,14,Yolo,433606094,no,tt28151876,Q124487214,http://www.wikidata.org/entity/Q124487214,YOLO,film,comedy drama,People's Republic of China,,Putonghua,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1905545733/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc
2024,15,Pegasus 2,422878491,no,tt30829309,Q124326642,http://www.wikidata.org/entity/Q124326642,Pegasus 2,film,drama film | comedy film | sport film,People's Republic of China,,Putonghua,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2677363205/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc
2024,16,Successor,422307398,no,tt32613601,Q126942991,http://www.wikidata.org/entity/Q126942991,Successor,film,drama film | comedy film,People's Republic of China,,,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2657112837/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc
2024,17,Bad Boys: Ride or Die,404550184,no,tt4919268,Q31271357,http://www.wikidata.org/entity/Q31271357,Bad Boys: Ride or Die,film,action film | action comedy film | buddy cop film,United States,Columbia Pictures | Sony Pictures | Q17305144,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr127816197/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc
2024,18,Kingdom of the Planet of the Apes,397378150,no,tt11389872,Q114314695,http://www.wikidata.org/entity/Q114314695,Kingdom of the Planet of the Apes,film,adventure film | science fiction action film,United States,20th Century Studios | Chernin Entertainment,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr850547205/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc
2024,19,Twisters,372262265,no,tt12584954,Q115932556,http://www.wikidata.org/entity/Q115932556,Twisters,film,disaster film,United States,Warner Bros. Entertainment | Universal Pictures | DreamWorks | Amblin Entertainment | The Kennedy/Marshall Company,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3179696645/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc
2024,20,It Ends with Us,351441044,no,tt10655524,Q118641054,http://www.wikidata.org/entity/Q118641054,It Ends With Us,film,romance film,United States,,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2879279621/,https://www.boxofficemojo.com/year/world/2024/?sort=rank&sortDir=asc
2025,1,Ne Zha 2,2267446370,yes,tt34956443,Q131937861,http://www.wikidata.org/entity/Q131937861,Ne Zha 2,animated film,drama film | fantasy film | action film | adventure film,People's Republic of China,Beijing Enlight Pictures | Beijing Enlight Media,Putonghua,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2405716741/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc
2025,2,Zootopia 2,1866647950,yes,tt26443597,Q116764712,http://www.wikidata.org/entity/Q116764712,Zootopia 2,animated film,comedy film | adventure film | family film | buddy cop film,United States,Walt Disney Pictures | Q1047410,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2845135365/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc
2025,3,Avatar: Fire and Ash,1485999890,no,tt1757678,Q29580929,http://www.wikidata.org/entity/Q29580929,Avatar: Fire and Ash,film,action film | science fiction film,United States,20th Century Studios | Lightstorm Entertainment,English | Na'vi,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2771014149/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc
2025,4,Lilo & Stitch,1038027526,no,tt11655566,Q59395971,http://www.wikidata.org/entity/Q59395971,Lilo & Stitch,film,fantasy film | comedy film | science fiction film | comedy drama,United States,Walt Disney Pictures | Rideback,English | Hawaiian,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1868714757/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc
2025,5,A Minecraft Movie,960387780,no,tt3566834,Q40083273,http://www.wikidata.org/entity/Q40083273,A Minecraft Movie,film,fantasy film | comedy film | action film | adventure film | family film,United States | Sweden,Legendary Pictures | Mojang Studios | Vertigo Entertainment,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1926910469/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc
2025,6,Jurassic World: Rebirth,869146189,no,tt31036941,Q124380480,http://www.wikidata.org/entity/Q124380480,Jurassic World Rebirth,film,drama film | action film | adventure film | science fiction film | science fiction action film,United States,Amblin Entertainment | The Kennedy/Marshall Company,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr4002763269/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc
2025,7,Demon Slayer: Kimetsu No Yaiba Infinity Castle,793498985,yes,tt32820897,Q126948105,http://www.wikidata.org/entity/Q126948105,Demon Slayer: Kimetsu no Yaiba – Infinity Castle,anime film,adventure anime | fantasy anime | action anime | thriller anime,Japan,Ufotable,Japanese,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr342119173/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc
2025,8,How to Train Your Dragon,636596299,no,tt26743210,Q118904382,http://www.wikidata.org/entity/Q118904382,How to Train Your Dragon,film,fantasy film | action film | adventure film | teen film | monster film | family film | sword and sorcery film,United States,DreamWorks | DreamWorks Animation | Marc Platt Productions,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2474922501/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc
2025,9,F1: The Movie,634142436,no,tt16311594,Q114246242,http://www.wikidata.org/entity/Q114246242,F1,film,action film | sport film,United States,Plan B Entertainment | Q17305144 | Q108570460,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr4100936453/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc
2025,10,Superman,618723803,no,tt5950044,Q116547790,http://www.wikidata.org/entity/Q116547790,Superman,film,fantasy film | action film | adventure film | science fiction film | superhero film,United States,DC Studios,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr746934789/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc
2025,11,Mission: Impossible - The Final Reckoning,598767057,no,tt9603208,Q61876374,http://www.wikidata.org/entity/Q61876374,Mission: Impossible – The Final Reckoning,film,action film | spy film,United States | United Kingdom,Paramount Pictures,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1885491717/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc
2025,12,Wicked: For Good,540807971,no,tt19847976,Q114817050,http://www.wikidata.org/entity/Q114817050,Wicked: For Good,film,fantasy film | musical film,United States,Marc Platt Productions,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr1233736197/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc
2025,13,The Fantastic Four: First Steps,521858728,no,tt10676052,Q105105219,http://www.wikidata.org/entity/Q105105219,The Fantastic Four: First Steps,film,action film | adventure film | science fiction film,United States,Marvel Studios,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2727170565/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc
2025,14,Detective Chinatown 1900,500282092,no,tt34463310,Q131522509,http://www.wikidata.org/entity/Q131522509,Detective Chinatown 1900,film,comedy film | action film | mystery fiction,People's Republic of China,China Film Group Corporation | Wanda Media | Tianjin Maoyan Weiying Culture Media,English | Navajo | Putonghua,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr258298629/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc
2025,15,The Conjuring: Last Rites,499256445,no,tt22898462,Q114802043,http://www.wikidata.org/entity/Q114802043,The Conjuring: Last Rites,film,horror film | supernatural horror film,United States,New Line Cinema | The Safran Company | Atomic Monster,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3044233989/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc
2025,16,Dead to Rights,422789550,no,tt36598036,Q135110330,http://www.wikidata.org/entity/Q135110330,Dead To Rights,film,,People's Republic of China,"China Film Group Co.,Ltd.",Standard Chinese,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3229373189/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc
2025,17,Captain America: Brave New World,415101577,no,tt14513804,Q112322116,http://www.wikidata.org/entity/Q112322116,Captain America: Brave New World,film,action film | adventure film | science fiction film | superhero film,United States,Marvel Studios,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2894942725/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc
2025,18,The Housemaid,400530884,no,tt27543632,Q131630491,http://www.wikidata.org/entity/Q131630491,The Housemaid,film,thriller film,United States,,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3966128901/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc
2025,19,Thunderbolts*,382436917,no,tt20969586,Q112322474,http://www.wikidata.org/entity/Q112322474,Thunderbolts*,film,action film | adventure film | science fiction film | crime film | superhero film,United States,Marvel Studios,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr2911719941/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc
2025,20,Sinners,370289632,no,tt31193180,Q125473145,http://www.wikidata.org/entity/Q125473145,Sinners,film,drama film | fantasy film | horror film | vampire film | thriller film,United States,Proximity Media,English,P345 (IMDb ID),https://query.wikidata.org/sparql,2026-07-23,CC0 1.0,https://www.boxofficemojo.com/releasegroup/gr3429585669/,https://www.boxofficemojo.com/year/world/2025/?sort=rank&sortDir=asc
